iso3,country,year,agricultural_land_ha,co2_fossil_industry_t,co2_landuse_change_t,agricultural_land_pct,forest_land_pct,pesticide_use_per_cropland_kg_ha,transport_ghg_emissions_mtco2e,total_species_count,endemic_species_small_range,species_high_extinction_risk,pct_households_irrigation,pct_households_fertilizer,freshwater_resources_per_capita,hazardous_waste_generated_kt,so2_emissions_per_capita,nox_emissions_per_capita,climatological_disasters_count
ROU,Romania,2023,12715000.0,,,55.2633866481224,30.1158292767733,1.04,19.73,18891.0,31.0,176.0,,,1920.7771228240788,774611.0,4.096548490469639,10.38461259189298,1.0
RUS,Russia,2023,215701000.0,,,13.171076035897,49.7843605035639,0.78,259.99,49961.0,1136.0,1203.0,,,29415.46254236412,117864681.0,5.316776244905635,29.55226865503209,5.0
RWA,Rwanda,2023,1883131.0,,,76.3328334008918,11.3092825293879,1.35,0.66,7347.0,32.0,149.0,3.1082908976223,43.7404997871952,,,2.00183835488924,1.5793414730305109,3.0
KNA,Saint Kitts and Nevis,2023,6000.0,,,23.0769230769231,42.3076923076923,19.89,0.08,6758.0,2.0,170.0,,,,,,,
LCA,Saint Lucia,2023,9940.0,,,16.2950819672131,34.0491803278688,27.59,0.23,6399.0,10.0,135.0,,,,,1.0873561105622314,15.510190014475103,1.0
VCT,Saint Vincent and the Grenadines,2023,7000.0,,,17.9487179487179,73.1794871794872,21.89,0.13,6748.0,8.0,132.0,,,,,4.200480844517728,12.3987877559668,1.0
WSM,Samoa,2023,48830.0,,,17.5647482014388,57.636690647482,5.95,0.15,1845.0,69.0,62.0,,,,,,5.750226748632098,1.0
SMR,San Marino,2023,2300.0,,,38.3333333333333,16.6666666666667,,,17842.0,0.0,213.0,,,,,,58.18064930890389,
STP,Sao Tome and Principe,2023,43000.0,,,44.7916666666667,52.125,0.44,0.04,4574.0,172.0,80.0,,,,,,4.124359584228685,
SAU,Saudi Arabia,2023,173637420.0,,,80.7732356758416,0.454484134921779,0.88,131.5,6252.0,78.0,110.0,,,,1734527.0,,,
SEN,Senegal,2023,9511000.0,,,49.4000934919233,41.2827091881785,0.15,3.35,4693.0,62.0,43.0,13.5187524169392,41.8215150524122,1770.5021883536756,,3.5734499969026494,3.117188150212581,2.0
SRB,Serbia,2023,3396000.0,,,40.3853014627185,32.3896349149721,0.8,7.66,17185.0,16.0,160.0,,,18037.675371928348,11348113.0,40.06017285758092,16.932650383101215,
SYC,Seychelles,2023,1550.0,,,3.3695652173913,73.2608695652174,19.48,0.18,4106.0,171.0,94.0,,,,64.51,,14.171113110128031,
SLE,Sierra Leone,2023,3949000.0,,,54.7104461069548,34.2988362427265,0.21,0.71,4524.0,17.0,19.0,31.5195188779858,9.17835516994873,,,,,1.0
SGP,Singapore,2023,660.0,,,0.919220055710306,20.933147632312,,6.29,8712.0,139.0,186.0,,,,359170.0,,,
SVK,Slovakia,2023,1825000.0,,,37.9575707154742,40.05615640599,1.35,7.44,26125.0,38.0,313.0,,,15022.323571947432,435871.0,2.5879212225716315,10.559230504020292,1.0
SVN,Slovenia,2023,611200.0,,,30.355856862599,61.1748938389332,2.98,5.25,29265.0,17.0,399.0,,,14572.372410527109,132589.0,1.6027264784825936,12.119299862270804,
SLB,Solomon Islands,2023,109200.0,,,3.90139335476956,90.0600214362272,0.39,0.2,6311.0,130.0,66.0,,,,,0.6473440957419736,2.605808404567036,1.0
SOM,Somalia,2023,44129200.0,,,70.3433544808238,9.16528517231485,0.66,0.12,4602.0,53.0,62.0,28.6474592641756,,,,,,4.0
ZAF,South Africa,2023,96341000.0,,,79.4178502831612,13.965072665672,3.39,49.43,32323.0,4641.0,2697.0,,,1207.533058218905,52076716.0,,,5.0
KOR,South Korea,2023,1568000.0,,,16.0655737704918,64.108606557377,13.49,105.82,14101.0,379.0,515.0,,,,,,,3.0
SSD,South Sudan,2023,28347232.0,,,44.8581857167724,11.3256215087114,,0.97,4643.0,0.0,18.0,2.35260501328174,,,,0.6498341009652111,5.572637331127575,3.0
ESP,Spain,2023,24772662.0,,,49.5753269878931,37.1925889548355,3.19,88.59,48625.0,2150.0,2085.0,,,2633.907445051897,3304798.0,2.7611814929944902,14.176082411815912,6.0
LKA,Sri Lanka,2023,3006900.0,,,48.6081474296799,34.0048496605238,0.7,10.45,7067.0,575.0,275.0,,,,,5.638311933906803,4.456159107822371,3.0
SDN,Sudan,2023,112665000.0,,,60.3131691648822,9.55196466809422,0.19,12.26,4027.0,20.0,37.0,,,,,0.0366965258958576,3.559563011898188,2.0
SUR,Suriname,2023,71432.0,,,0.445038088848248,94.44758351333,38.77,0.84,13996.0,73.0,196.0,,,,3.03,,18.44496636867799,
SWE,Sweden,2023,2982000.0,,,7.32192403074128,68.7013529108454,0.8,16.03,50874.0,829.0,1426.0,,,19612.82696140476,7948614.0,1.488557665004404,11.081026640242904,1.0
CHE,Switzerland,2023,1493222.8,,,37.7938948048868,32.3827380818297,3.63,15.02,41850.0,107.0,884.0,,,5389.36729582193,,0.4296733232490919,5.830148315787023,
SYR,Syria,2023,13606000.0,,,74.0946468441976,2.84310842454937,0.35,4.99,7326.0,55.0,177.0,,,765.2582417060006,46.0,,,2.0
TWN,Taiwan,2023,779000.0,,,,,13.54,,,,,,,,,,,
TJK,Tajikistan,2023,3878700.0,,,27.9465379350097,3.07514950644859,0.65,1.9,4336.0,47.0,60.0,,,,,1.1777591953549178,0.7851727969032785,1.0
TZA,Tanzania,2023,39521200.0,,,44.6163919620682,50.0541883043576,0.0,9.75,16752.0,633.0,587.0,1.77542381356954,15.9961076970352,,68.23,6.103519686569999,5.60341634422036,1.0
THA,Thailand,2023,22376000.0,,,43.7980778641195,38.6873886746658,0.15,70.65,19278.0,648.0,517.0,,,4167.62445741994,2259527.0,8.409040081286067,19.765345768082305,3.0
TGO,Togo,2023,3820000.0,,,70.2334988049274,22.0700496414782,0.51,1.3,7814.0,10.0,78.0,1.93266351992711,57.7402998412756,1697.7159225233315,1172.174194335938,,4.274195237035427,
TON,Tonga,2023,35000.0,,,48.6111111111111,12.4305555555556,0.65,0.15,2123.0,21.0,24.0,,,,,1.5930926648900077,7.758951312334667,1.0
TTO,Trinidad and Tobago,2023,54000.0,,,10.5263157894737,44.2358674463938,24.96,2.28,9029.0,254.0,175.0,,,3341.9779768149374,123914.1328125,7.165547066998275,29.9380651057512,1.0
TUN,Tunisia,2023,9700500.0,,,62.4388516992791,4.55278063851699,0.65,8.14,7950.0,62.0,133.0,,,166.2521030330792,150200.0,11.474248847610786,9.781613879994396,2.0
TUR,Turkey,2023,38588000.0,,,50.1383781817237,29.4795681041539,2.4,91.24,17868.0,281.0,387.0,,,,30658363.0,31.88550334528706,11.563602546011,1.0
TKM,Turkmenistan,2023,39578240.0,,,84.2215632115421,8.78215904496414,1.01,12.08,3581.0,9.0,47.0,,,,,0.5355391265546341,33.33601457970086,
TUV,Tuvalu,2023,1800.0,,,60.0,33.3333333333333,1.21,0.0,999.0,2.0,5.0,,,,,0.0820195024150186,8.776086758406999,1.0
UGA,Uganda,2023,14415000.0,,,71.8880909634949,11.0419703770197,1.05,3.87,8879.0,152.0,171.0,0.268583177262256,6.9849106842277,,,0.1733603566893567,3.034651902340276,1.0
UKR,Ukraine,2023,41311000.0,,,71.2996202968588,16.7552640662755,0.57,26.02,22152.0,154.0,309.0,,,,552977.0,15.392227092858349,13.1679096910592,2.0
ARE,United Arab Emirates,2023,391703.72,,,5.51539988735567,4.46775556181357,,37.29,2925.0,26.0,69.0,,,,416084.38,2256.6475641326856,72.35918401507163,
GBR,United Kingdom,2023,17009452.0,,,70.3073227793163,13.2907130161617,2.79,107.11,44450.0,691.0,1067.0,,,1748.981217259096,6194999.0,1.893389247230754,10.24522218443116,1.0
USA,United States,2023,421540380.0,4904120000.0,112059010.0,46.0829793974695,33.8669264120375,2.78,1718.46,102900.0,7812.0,6456.0,,,,,4.83892311196676,20.128553151188346,38.0
URY,Uruguay,2023,14238600.0,,,81.3541309564621,11.9643469317792,7.35,4.0,6548.0,33.0,89.0,,,,,5.484463093101274,13.037780446871649,3.0
UZB,Uzbekistan,2023,25582000.0,,,58.0551458073301,8.54914331101781,,16.93,4273.0,47.0,110.0,,,,93649.9,6.813081018062464,9.330140463264051,1.0
VUT,Vanuatu,2023,187000.0,,,15.3404429860541,36.2838392124692,0.11,0.17,6625.0,232.0,119.0,,,,,0.0054035652723667,2.3775687198413515,
VEN,Venezuela,2023,21500000.0,,,24.3750354288306,52.2338793719177,1.19,11.31,29394.0,771.0,797.0,,,19674.83734977798,,,16.629854419796935,1.0
VNM,Vietnam,2023,12291036.0,,,39.2147376279795,47.4454820708996,13.9,32.93,18087.0,411.0,450.0,,,,,0.1233881777932539,0.5549152799955289,2.0
ESH,Western Sahara,2023,5004000.0,,,,,,,,,,,,,,,,
YEM,Yemen,2023,23452000.0,,,44.4191904843078,1.03983180862549,1.04,2.75,4319.0,298.0,168.0,,,216.8764114587953,,0.1653956359959996,4.206348237781759,
ZMB,Zambia,2023,23839000.0,,,32.0679589448338,59.523784150984,1.09,2.58,10098.0,63.0,109.0,,,,80000.0,0.5849274267437745,119.85599770434976,2.0
ZWE,Zimbabwe,2023,16167122.0,,,41.791706346129,44.7366421093447,0.54,1.65,9760.0,43.0,106.0,16.5030102315878,,4757.708898733468,,0.1343425229213188,87.20022613639131,2.0
